Statement Period;Statement Number;Transaction Date;Fee Name;Amount(Include Tax);VAT Amount;Release Status;Release Date;Comment;Order Creation Date;Order Number;Order Line ID;Seller SKU;Lazada SKU;WHT Amount;WHT included in Amount;Order Status;Product Name
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Shipping Fee Paid by Buyer;125;0;Released;19 May 2025;;11 May 2025;214972063614233;214972063714233;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Product Price Paid by Buyer;1399;0;Released;19 May 2025;;11 May 2025;214972063614233;214972063714233;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Commission Fee;-235.32;32.4576;Released;19 May 2025;;11 May 2025;214972063614233;214972063714233;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Shipping Fee;-141.25;16.25;Released;19 May 2025;;11 May 2025;214972063614233;214972063714233;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;17 May 2025;Payment Fee;-25.4;2.9224;Released;19 May 2025;;11 May 2025;215741329052827;215741329152827;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;17 May 2025;Shipping Fee Paid by Buyer;180;0;Released;19 May 2025;;11 May 2025;215741329052827;215741329152827;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;17 May 2025;Product Price Paid by Buyer;999;0;Released;19 May 2025;;11 May 2025;215741329052827;215741329152827;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;17 May 2025;Commission Fee;-139.06;19.1808;Released;19 May 2025;;11 May 2025;215741329052827;215741329152827;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;17 May 2025;Shipping Fee;-203.4;23.4;Released;19 May 2025;;11 May 2025;215741329052827;215741329152827;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Payment Fee;-35.57;4.0924;Released;19 May 2025;;10 May 2025;214955225840023;214955225940023;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Shipping Fee Paid by Buyer;160;0;Released;19 May 2025;;10 May 2025;214955225840023;214955225940023;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Product Price Paid by Buyer;1399;0;Released;19 May 2025;;10 May 2025;214955225840023;214955225940023;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Commission Fee;-235.32;32.4576;Released;19 May 2025;;10 May 2025;214955225840023;214955225940023;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Shipping Fee;-180.8;20.8;Released;19 May 2025;;10 May 2025;214955225840023;214955225940023;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Payment Fee;-35.57;4.0924;Released;19 May 2025;;10 May 2025;214926873388628;214926873488628;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Shipping Fee Paid by Buyer;160;0;Released;19 May 2025;;10 May 2025;214926873388628;214926873488628;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Product Price Paid by Buyer;1399;0;Released;19 May 2025;;10 May 2025;214926873388628;214926873488628;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Commission Fee;-235.32;32.4576;Released;19 May 2025;;10 May 2025;214926873388628;214926873488628;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Shipping Fee;-180.8;20.8;Released;19 May 2025;;10 May 2025;214926873388628;214926873488628;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;14 May 2025;Payment Fee;-25.4;2.9224;Released;19 May 2025;;10 May 2025;214915688316860;214915688416860;653178279-1736694356483-1;653178279_PK-3063256964;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;14 May 2025;Shipping Fee Paid by Buyer;135;0;Released;19 May 2025;;10 May 2025;214915688316860;214915688416860;653178279-1736694356483-1;653178279_PK-3063256964;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;14 May 2025;Product Price Paid by Buyer;999;0;Released;19 May 2025;;10 May 2025;214915688316860;214915688416860;653178279-1736694356483-1;653178279_PK-3063256964;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;14 May 2025;Commission Fee;-139.06;19.1808;Released;19 May 2025;;10 May 2025;214915688316860;214915688416860;653178279-1736694356483-1;653178279_PK-3063256964;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;14 May 2025;Shipping Fee;-152.55;17.55;Released;19 May 2025;;10 May 2025;214915688316860;214915688416860;653178279-1736694356483-1;653178279_PK-3063256964;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Payment Fee;-35.57;4.0924;Released;19 May 2025;;10 May 2025;214908496866618;214908496966618;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Shipping Fee Paid by Buyer;125;0;Released;19 May 2025;;10 May 2025;214908496866618;214908496966618;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Product Price Paid by Buyer;1399;0;Released;19 May 2025;;10 May 2025;214908496866618;214908496966618;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Commission Fee;-235.32;32.4576;Released;19 May 2025;;10 May 2025;214908496866618;214908496966618;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Shipping Fee;-141.25;16.25;Released;19 May 2025;;10 May 2025;214908496866618;214908496966618;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;14 May 2025;Payment Fee;-25.4;2.9224;Released;19 May 2025;;09 May 2025;214885843644784;214885843744784;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;14 May 2025;Shipping Fee Paid by Buyer;180;0;Released;19 May 2025;;09 May 2025;214885843644784;214885843744784;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;14 May 2025;Product Price Paid by Buyer;999;0;Released;19 May 2025;;09 May 2025;214885843644784;214885843744784;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;14 May 2025;Commission Fee;-139.06;19.1808;Released;19 May 2025;;09 May 2025;214885843644784;214885843744784;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;14 May 2025;Shipping Fee;-203.4;23.4;Released;19 May 2025;;09 May 2025;214885843644784;214885843744784;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Payment Fee;-35.57;4.0924;Released;19 May 2025;;08 May 2025;215626701536203;215626701636203;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Shipping Fee Paid by Buyer;180;0;Released;19 May 2025;;08 May 2025;215626701536203;215626701636203;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Product Price Paid by Buyer;1399;0;Released;19 May 2025;;08 May 2025;215626701536203;215626701636203;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Commission Fee;-235.32;32.4576;Released;19 May 2025;;08 May 2025;215626701536203;215626701636203;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Shipping Fee;-203.4;23.4;Released;19 May 2025;;08 May 2025;215626701536203;215626701636203;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;18 May 2025;Payment Fee;-35.57;4.0924;Released;19 May 2025;;08 May 2025;214834819280266;214834819380266;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;18 May 2025;Shipping Fee Paid by Buyer;180;0;Released;19 May 2025;;08 May 2025;214834819280266;214834819380266;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;18 May 2025;Product Price Paid by Buyer;1399;0;Released;19 May 2025;;08 May 2025;214834819280266;214834819380266;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;18 May 2025;Commission Fee;-235.32;32.4576;Released;19 May 2025;;08 May 2025;214834819280266;214834819380266;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;18 May 2025;Shipping Fee;-203.4;23.4;Released;19 May 2025;;08 May 2025;214834819280266;214834819380266;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Payment Fee;-35.57;4.0924;Released;19 May 2025;;08 May 2025;214807892864270;214807892964270;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Shipping Fee Paid by Buyer;160;0;Released;19 May 2025;;08 May 2025;214807892864270;214807892964270;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Product Price Paid by Buyer;1399;0;Released;19 May 2025;;08 May 2025;214807892864270;214807892964270;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
12 May 2025 - 18 May 2025;PK2NBO6P7YY-2025-020;13 May 2025;Commission Fee;-235.32;32.4576;Released;19 May 2025;;08 May 2025;214807892864270;214807892964270;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
